key	text	tooltip
incidents_localised_description_dyn_dis_pyramid_of_nagash_vampires_early_end	La Pirámide Negra parece haber regresado a su estado normal... por ahora.	true
incidents_localised_title_dyn_dis_pyramid_of_nagash_tomb_kings_early_end	La Pirámide Negra vuelve a la normalidad	true
incidents_localised_description_dyn_dis_pyramid_of_nagash_tomb_kings_early_end	La Pirámide Negra parece haber regresado a su estado normal... por ahora.	true
incidents_localised_title_dyn_dis_vampires_rise_early_end	Vampire's Fall	true
incidents_localised_description_dyn_dis_vampires_rise_early_end	After an unexpected reduction on the Winds of Magic, it seems the potential vampire thread has been reduced... for now.	true
incidents_localised_title_dyn_dis_waaagh_early_end	El fin del Waaagh	true
incidents_localised_description_dyn_dis_waaagh_early_end	As fast as it appeared, the Greatest Waaagh has been reduced to nothing. The Greenskins are back to their normal routine... for now.	true
incidents_localised_title_dyn_dis_wild_hunt_early_end	Los bosques se calman	true
incidents_localised_description_dyn_dis_wild_hunt_early_end	The great pressure that came from the Great Forests of the world is gone... for now.	true
incidents_localised_title_dyn_dis_aztec_invasion_early_end	¡Alucinaciones!	true
incidents_localised_description_dyn_dis_aztec_invasion_early_end	After waiting in fear, it seems those ships of stone were no more than a mere allucination. Trade has resume... for now.	true
incidents_localised_title_dyn_dis_chaos_invasion_stage_2_trigger	¡La gran invasión del Caos de nuestra era comienza!	true
incidents_localised_description_dyn_dis_chaos_invasion_stage_2_trigger	The Old World despairs, for Archaon the Everchosen, Champion of Chaos, has come and with him the End Times!\\n\\nOnce a Templar Priest of Sigmar, Archaon uncovered a terrible secret which drove him to reject his faith and pledge himself to the Gods of Chaos. In their service, he has devoted himself to the world’s destruction, defeating all challengers and rising to a position of dominance over all in the Chaos Wastes, achieving the ultimate accolade - his dark coronation as the Everchosen; the vessel through which the Dark Gods unite their followers to turn the world into a Realm of Chaos. It is to his banner that the Warriors of Chaos have been flocking, and it is his malign will that now drives them forth in a terrible wave of destruction destined to sweep all before it.\\n\\nThe earth groans beneath the iron-shod feet of Archaon’s numberless horde, and with him comes death. Is there any champion of the Old World mighty enough to withstand the Lord of the End Times?	true
incidents_localised_title_dyn_dis_chaos_invasion_stage_1_trigger	El ascenso del Caos	true
incidents_localised_description_dyn_dis_chaos_invasion_stage_1_trigger	Dire tidings from the North!\\n\\nThe tendrils of Chaos writhe and reach out from the accursed wastes, tainting the land and sowing dissent. Their corrupt forces wax ever stronger, and now their agents are abroad, spreading the foul corruption of their malign Gods.\\n\\nOn their heels come bands of marauding warriors led by the most zealous of the Chaos Lords, eager to wreak destruction in the name of the Ruinous Powers. And all the while, ever more warriors flock to some focal point in the Chaos Wastes, a nexus of power which transcends their petty rivalries and impels them to join with the numberless horde.\\n\\nDoom approaches, and it is only in strength that any hope may be found!	true
incidents_localised_title_dyn_dis_chaos_invasion_stage_early_warning	Chaos Stirs	true
incidents_localised_description_dyn_dis_chaos_invasion_stage_early_warning	Storm clouds gather in the North. There are rumours that the barbarous tribes residing in the shadow of Chaos have ceased striving against each other for the attention of the Dark Gods and are instead banding together. Suckling at the teat of Chaos, the hordes grow in strength. It seems only a matter of time before the dam breaks and a tide of ruin bursts forth to engulf the Old World, corrupting or destroying all in its path.\\n\\nMarshal your strength, nurture the sinews of war, build your walls high, gather warriors to your banner and temper them in the crucible of battle, so that when the time comes you may yet weather the storm!	true
incidents_localised_description_dyn_dis_chaos_invasion_great_vortex_undone	The Great Vortex, the vast magical maelstrom at the heart of the island-continent of Ulthuan, has been undone by the forces of Chaos! Without it, rifts to the chaos realms are opening all over the world!	true
incidents_localised_title_dyn_dis_chaos_invasion_finish_before_stage_1	El Caos retrocede	true
incidents_localised_description_dyn_dis_chaos_invasion_finish_before_stage_1	It seems whatever menace was uniting the northern tribes in the chaos wastes it's gone... for now.	true
incidents_localised_title_dyn_dis_chaos_invasion_finish	¿Una era de paz?	true
incidents_localised_description_dyn_dis_chaos_invasion_finish	As the last of the Chaos hordes is scoured from the face of the world, an awful silence descends. More than a silence; an absence of sound which echoes the all-consuming void without. All creation is stilled, breath held in anticipation of the final cataclysm.\\n\\nThen, tentatively, gently, life reasserts itself. Not in a grand way to echo those who sought to end everything, but in the small ways which of themselves are life. Birdsong pierces the silence, hesitant at first, then swelling; a defiant hymn to creation, borne on a soft wind that sifts dust onto the scattered corpses littering the bloody plain of battle. And the spell is broken. Bloodied veterans, survivors, refugees - all draw breath into their aching lungs and weep at the taste and smell of victory, peace, and life.\\n\\nYet what is life if not the constant striving of one against the other? After all, every hedgerow is a bloody battleground, every plant a murderer, every creature red in tooth and claw. Even as the weak raise their eyes to a golden future, the wise are glancing about to see who will make the first move in seizing it for themselves. The shield of civilisation which turned aside the deadly thrust of Chaos is now a heavy and cumbersome thing. Those who are first to cast it aside will be quickest with their blades, and a knife in the back is surest of all. Comrades who stood shoulder-to-shoulder in the shield wall now step apart and take each other’s measure. Alliances begin to unravel and the storm clouds gather once more.	true
mct_dyn_dis_chaos_invasion_enable	Activar desastre "Invasión del Caos"	true
mct_dyn_dis_wild_hunt_enable_tooltip	Activa/desactiva el desastre "La Cacería Salvaje" (Vanilla). \\n\\nSe puede desactivar tranquilamente en mitad de una campaña, pero si ya has recibido el primer aviso, el desastre continuara.	true
missions_localised_title_dyn_dis_the_great_uprising_the_great_ascendancy_1	La Gran Ascendencia	true
missions_localised_description_dyn_dis_the_great_uprising_the_great_ascendancy_1	The Plan of the Skaven has been revealed. For their Great Ascendancy, the world will be turn to ruins! Would you be able to resist the onslaugh?	true
effect_bundles_localised_description_fro_dyn_dis_chaos_invasion_global_effects	Los Vientos de la Magia están fluyendo con una intensidad nunca vista desde el último de los Rugidos de Ursun.	true
effect_bundles_localised_description_dyn_dis_chaos_invasion_stage_early_warning	Rumores hablan de un nuevo Campeón del Caos que ha aparecido recientemente en lo profundo de los Desiertos del Caos... Preparate para lo peor.	true
effect_bundles_localised_title_dyn_dis_chaos_invasion_stage_early_warning	Rumores de un Campeón del Caos	true
effect_bundles_localised_title_dyn_dis_grudge_too_far_early_warning	Tambores en lo profundo	true
effect_bundles_localised_description_dyn_dis_grudge_too_far_early_warning	The Dwarfs have begun to assemble their Throng for a war like no other... Prepare for the worst.	true
effect_bundles_localised_title_dyn_dis_black_pyramid_early_warning	La Pirámide Negra tiembla	true
effect_bundles_localised_description_dyn_dis_black_pyramid_early_warning	La Pirámide Negra ha comenzado a temblar. Prepárate para lo peor.	true
effect_bundles_localised_title_dyn_dis_raiding_parties_early_warning	Velas negras y andrajosas	true
effect_bundles_localised_description_dyn_dis_raiding_parties_early_warning	Velas negras y andrajosas han sido vistas en el horizonte. No sabemos donde atacarán. Prepárate.	true
effect_bundles_localised_title_dyn_dis_the_great_uprising_early_warning	Maquinaciones secretas	true
effect_bundles_localised_description_dyn_dis_the_great_uprising_early_warning	Algo está ocurriendo en el Imperio Subterráneo... Prepárate para lo peor.	true
effect_bundles_localised_title_dyn_dis_vampires_rise_early_warning	Muerte y decadencia	true
effect_bundles_localised_description_dyn_dis_vampires_rise_early_warning	Muerte y decadencia cubre la tierra como nunca antes... Prepárate para lo peor.	true
effect_bundles_localised_title_dyn_dis_waaagh_early_warning	Da Greatest WAAAGH!	true
effect_bundles_localised_description_dyn_dis_waaagh_early_warning	The hordes of Greenskins are assembling their Waaaghs.... Prepare for the worst.	true
effect_bundles_localised_title_dyn_dis_wild_hunt_early_warning	Los cazadores se preparan...	true
effect_bundles_localised_description_dyn_dis_wild_hunt_early_warning	There is an ominous pressure coming from the Great Forests of the world.... Prepare for the worst.	true
mct_dyn_dis_chaos_invasion_enable_rifts	Activar Grietas del Caos	true
mct_dyn_dis_chaos_invasion_enable_rifts_tooltip	Activa/desactiva la aparición de Grietas del Caos.\\n\\nLas Grietas del Caos son requeridas para ciertas partes del desastre, así que si las desactivas el desastre dejará de generar eventos después de la fase 2, tras crear los ejércitos de cada facción del caos.	true
dilemmas_localised_title_dyn_dis_chaos_invasion_rift_dilemma_khorne	¡Un Príncipe Demonio a la vista!	true
dilemmas_localised_description_dyn_dis_chaos_invasion_rift_dilemma_khorne	While traversing through the Realms of Chaos, your scouts bring news of a Khornate Horde lead by a Daemon Prince, deep into the Realm of the Blood God. You could ignore it and continue your journey, but... what kind of incredible weapons may this Daemon Prince posess? And are you strong enough to take him down? Whatever you do, remember: nobody comes back the same from a Realm of Chaos, if it even comes back.	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_khorneSCRIPTED_1	Ataca al Príncipe Demonio	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_khorneSCRIPTED_2	Ignóralo	true
dilemmas_localised_title_dyn_dis_chaos_invasion_rift_dilemma_nurgle	¡Un Príncipe Demonio a la vista!	true
dilemmas_localised_description_dyn_dis_chaos_invasion_rift_dilemma_nurgle	While traversing through the Realms of Chaos, your scouts bring news of a Nurglite Horde lead by a Daemon Prince, deep into the Realm of the Plague Lord. You could ignore it and continue your journey, but... what kind of incredible treasures may this Daemon Prince posess? And are you strong enough to take him down? Whatever you do, remember: nobody comes back the same from a Realm of Chaos, if it even comes back.	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_nurgleSCRIPTED_1	Ataca al Príncipe Demonio	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_nurgleSCRIPTED_2	Ignóralo	true
dilemmas_localised_title_dyn_dis_chaos_invasion_rift_dilemma_slaanesh	¡Un Príncipe Demonio a la vista!	true
dilemmas_localised_description_dyn_dis_chaos_invasion_rift_dilemma_slaanesh	While traversing through the Realms of Chaos, your scouts bring news of a Slaaneshi Horde lead by a Daemon Prince, deep into the Realm of the Dark Prince. You could ignore it and continue your journey, but... what kind of incredible treasures may this Daemon Prince posess? And are you strong enough to take him down? Whatever you do, remember: nobody comes back the same from a Realm of Chaos, if it even comes back.	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_slaaneshSCRIPTED_1	Ataca al Príncipe Demonio	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_slaaneshSCRIPTED_2	Ignóralo	true
dilemmas_localised_title_dyn_dis_chaos_invasion_rift_dilemma_tzeentch	¡Un Príncipe Demonio a la vista!	true
dilemmas_localised_description_dyn_dis_chaos_invasion_rift_dilemma_tzeentch	While traversing through the Realms of Chaos, your scouts bring news of a Tzeenchian Horde lead by a Daemon Prince, deep into the Realm of the Changer of Ways. You could ignore it and continue your journey, but... what kind of incredible treasures may this Daemon Prince posess? And are you strong enough to take him down? Whatever you do, remember: nobody comes back the same from a Realm of Chaos, if it even comes back.	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_tzeentchSCRIPTED_1	Ataca al Príncipe Demonio	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_chaos_invasion_rift_dilemma_tzeentchSCRIPTED_2	Ignóralo	true
effect_bundles_localised_title_dyn_dis_chaos_invasion_rift_chance_of_reward_khorne	Tesoros del Reino de Khorne	true
effect_bundles_localised_title_dyn_dis_chaos_invasion_rift_chance_of_reward_nurgle	Tesoros del Reino de Nurgle	true
effect_bundles_localised_title_dyn_dis_chaos_invasion_rift_chance_of_reward_slaanesh	Tesoros del Reino de Slaanesh	true
effect_bundles_localised_title_dyn_dis_chaos_invasion_rift_chance_of_reward_tzeentch	Tesoros del Reino de Tzeench	true
effect_bundles_localised_description_dyn_dis_chaos_invasion_rift_chance_of_reward_khorne	You can find the bloodier weapons in the realm of the Blood God... but everything comes at a price.	true
